gamme acceleration : +-param[0]g ;    frequence echantillonnage : param[1]Hz
t(s);Ax(m/s2);Ay(m/s2);Az(m/s2);F(Hz);TF(Ax);TF(Ay);TF(Az)
0,33;-0,33251953125;0,18798828125;-0,51806640625;33,7595907928;0,0104700286817;0,00452163426133;0,00968289283263
0,335;-0,10009765625;0,4140625;-0,48046875;34,2710997442;0,0051083508011;0,0223572132731;0,0074274420843
0,34;0,09326171875;0,4365234375;-0,49853515625;34,7826086957;0,00982011009432;0,0144515964021;0,0070248710222
0,345;0,25341796875;0,451171875;-0,56689453125;35,2941176471;0,00708241190183;0,00837937304934;0,00417853913961
0,35;0,39990234375;0,46240234375;-0,59228515625;35,8056265985;0,0052729081775;0,0045184865738;0,00459554506958
0,355;0,57861328125;0,3671875;-0,6796875;36,3171355499;0,00365309942068;0,0151813268357;0,00819284186607
0,36;0,76123046875;0,294921875;-0,7431640625;36,8286445013;0,00639825802697;0,00455925494955;0,000373388307552
0,365;0,892578125;0,2998046875;-0,7392578125;37,3401534527;0,0077290768387;0,00449955751178;0,00654521996388
0,37;0,96875;0,36767578125;-0,69482421875;37,8516624041;0,00886289217003;0,01402067667;0,00442632181863
0,375;0,982421875;0,39208984375;-0,66796875;38,3631713555;0,000542371278212;0,00211146251123;0,00582976732823
0,38;0,943359375;0,46484375;-0,63818359375;38,8746803069;0,0117775310934;0,0113851508356;0,00467117653707
0,385;0,83984375;0,4482421875;-0,62255859375;39,3861892583;0,010202999322;0,0057250685142;0,00189251292039
0,39;0,68115234375;0,42529296875;-0,58642578125;39,8976982097;0,0022647506775;0,0132841224071;0,0037499897677
0,395;0,49658203125;0,32763671875;-0,57470703125;40,4092071611;0,0101521359946;0,0168843933924;0,00886096307096
0,4;0,13623046875;0,14111328125;-0,6083984375;40,9207161125;0,00955186840588;0,010923285319;0,00559096189832
0,405;0,00341796875;0,05712890625;-0,61767578125;41,4322250639;0,00698431164664;0,0056019621821;0,006091982685
0,41;-0,111328125;-0,00439453125;-0,64111328125;41,9437340153;0,00134354463478;0,0128041584237;0,00743301064699
0,415;-0,19384765625;-0,03564453125;-0,65087890625;42,4552429668;0,00201661243843;0,00347886560828;0,00293906563431
0,42;-0,22509765625;-0,07080078125;-0,64453125;42,9667519182;0,00687306328293;0,00836625592528;0,00340094627306
0,425;-0,27587890625;-0,14404296875;-0,6259765625;43,4782608696;0,00280251861627;0,00374347858771;0,00486433572419
0,43;-0,37158203125;-0,18798828125;-0,58642578125;43,989769821;0,0067131706736;0,00480720164688;0,000885167225699
0,435;-0,525390625;-0,29541015625;-0,55908203125;44,5012787724;0,00204641119566;0,00837180702182;0,00532224290991
0,44;-0,71875;-0,419921875;-0,572265625;45,0127877238;0,00573588710002;0,00111337652281;0,0031560931674
0,445;-0,8603515625;-0,54248046875;-0,60986328125;45,5242966752;0,00197809045388;0,0136137440016;0,00774750506786
0,45;-0,96728515625;-0,619140625;-0,65478515625;46,0358056266;0,001494492188;0,00363460950609;0,00279991174879
0,455;-1,0;-0,61572265625;-0,69384765625;46,547314578;0,00253839967932;0,00538433786877;0,000304917014967
0,46;-1,0;-0,564453125;-0,7587890625;47,0588235294;0,00634497356226;0,0114359884701;0,00737850820585
0,465;-0,92578125;-0,5283203125;-0,91015625;47,5703324808;0,00489146428574;0,00294894676465;0,0030076630263
0,47;-0,74853515625;-0,52001953125;-0,8837890625;48,0818414322;0,00493487824361;0,00785737864754;0,00543619023657
0,475;-0,55517578125;-0,296875;-0,6484375;48,5933503836;0,00892536819714;0,00815080232503;0,00574438103626
0,48;-0,3486328125;0,068359375;-0,5009765625;49,104859335;0,00337285283617;0,00465982022339;0,00737477132786
0,485;-0,12890625;0,32763671875;-0,4423828125;49,6163682864;0,00137791820663;0,00527029887828;0,000813784364854
0,49;0,099609375;0,35595703125;-0,44384765625;50,1278772379;0,000371602805379;0,00636173008376;0,0046082424689
0,495;0,322265625;0,37841796875;-0,48828125;50,6393861893;0,00303575815896;0,00759052550096;0,00201784228612
0,5;0,69677734375;0,51708984375;-0,48291015625;51,1508951407;0,00295416265909;0,00640422786103;0,000674914470724
0,505;0,9140625;0,458984375;-0,51953125;51,6624040921;0,000721901593634;0,00380580651807;0,00273974299577
0,51;0,99951171875;0,48828125;-0,49658203125;52,1739130435;0,00545750537679;0,00496059363867;0,00270216799859
0,515;0,99951171875;0,5810546875;-0,46142578125;52,6854219949;0,00275285596744;0,00438889557699;0,00292438752577
0,52;0,99951171875;0,75341796875;-0,345703125;53,1969309463;0,00521328005565;0,00699681161823;0,000476983983721
0,525;0,99951171875;0,6552734375;-0,43798828125;53,7084398977;0,00255821370145;0,00057858264236;0,00167971539063
0,53;0,90771484375;0,552734375;-0,462890625;54,2199488491;0,00168084042532;0,00731818456202;0,000359501256302
0,535;0,6708984375;0,4375;-0,51953125;54,7314578005;0,00240659221875;0,00716684527246;0,00306260245631
0,54;0,40673828125;0,34375;-0,56689453125;55,2429667519;0,00661757349681;0,00299778163775;0,0041840542219
0,545;0,16796875;0,23388671875;-0,61669921875;55,7544757033;0,00273119288695;0,00623736717378;0,00317734282179
0,55;-0,009765625;0,0302734375;-0,70263671875;56,2659846547;0,00434967117688;0,00371524840054;0,00293573911247
0,555;-0,1337890625;-0,134765625;-0,7890625;56,7774936061;0,00443361493686;0,00142137455969;0,00246687516192
0,56;-0,20166015625;-0,26806640625;-0,84423828125;57,2890025575;0,00404332846111;0,00900165504382;0,00180458478171
0,565;-0,3056640625;-0,33349609375;-0,8173828125;57,800511509;0,00317847956604;0,00450885060729;0,00162429693962
0,57;-0,47998046875;-0,39111328125;-0,767578125;58,3120204604;0,000672920939619;0,00375810858701;0,00389887397797
0,575;-0,65185546875;-0,5087890625;-0,751953125;58,8235294118;0,00473074988523;0,00598509086607;0,00508340980317
0,58;-0,8134765625;-0,60205078125;-0,75244140625;59,3350383632;0,0011165603383;0,00485325478516;0,00215613603541
0,585;-0,99951171875;-0,66015625;-0,728515625;59,8465473146;0,00265663929519;0,00179698392849;0,00332030739478
0,59;-1,0;-0,71044921875;-0,734375;60,358056266;0,00175517872688;0,00174399507367;0,00115676869907
0,595;-1,0;-0,6884765625;-0,765625;60,8695652174;0,00245266315496;0,00736171887292;0,00154097467536
0,6;-0,8828125;-0,44970703125;-0,80078125;61,3810741688;0,00175347295997;0,00513481159961;0,000869930583208
0,605;-0,67138671875;-0,30078125;-0,85595703125;61,8925831202;0,000452288619357;0,0025073234018;0,00308809407807
0,61;-0,44482421875;-0,15087890625;-0,79736328125;62,4040920716;0,00246381026833;0,00622910821933;0,00226418098692
0,615;-0,228515625;0,13720703125;-0,6064453125;62,915601023;0,00138698998797;0,00131204052463;0,00145337652093
0,62;0,00146484375;0,427734375;-0,484375;63,4271099744;0,00363149528741;0,00520549371423;0,0031744454708
0,625;0,2802734375;0,57470703125;-0,44189453125;63,9386189258;0,00301757484917;0,00386544549039;0,00157486822931
0,63;0,583984375;0,609375;-0,42431640625;64,4501278772;0,00141063866024;0,00200327988939;0,000563583894338
0,635;0,78076171875;0,6982421875;-0,416015625;64,9616368286;0,00136970639102;0,00272953490537;0,000639089457761
0,64;0,955078125;0,59521484375;-0,50048828125;65,4731457801;0,0018788749289;0,00366836962276;0,00454165579263
0,645;0,99951171875;0,59814453125;-0,5166015625;65,9846547315;0,0017275744615;0,00475393114332;0,00234021304827
0,65;0,99951171875;0,63427734375;-0,49072265625;66,4961636829;0,0032382719792;0,00445546482774;0,00234651105043
0,655;0,99169921875;0,662109375;-0,4755859375;67,0076726343;0,00525142522236;0,00534921342286;0,00152969579161
0,66;0,91845703125;0,611328125;-0,46142578125;67,5191815857;0,00246608365068;0,00518431620393;0,0028217570995
0,665;0,80615234375;0,5107421875;-0,4892578125;68,0306905371;0,00148793171822;0,00471382056542;0,000747407710223
0,67;0,61279296875;0,39501953125;-0,53173828125;68,5421994885;0,000907824918997;0,00197034729172;0,0019123316784
0,675;0,39013671875;0,25341796875;-0,56884765625;69,0537084399;0,00129665868571;0,00219600665885;0,00174763297205
0,68;0,216796875;0,15283203125;-0,61376953125;69,5652173913;4,47068628994e-05;0,00341968720979;0,00151786971173
0,685;0,09814453125;0,04296875;-0,65478515625;70,0767263427;0,0021926697728;0,00126828684363;0,000491223982372
0,69;0,01708984375;-0,033203125;-0,68017578125;70,5882352941;0,00247733411128;0,00386704323431;0,00221433824736
0,695;-0,03466796875;-0,09228515625;-0,67578125;71,0997442455;0,00137227036138;0,00186346561522;0,0013421537547
0,7;-0,0986328125;-0,05810546875;-0,6689453125;71,6112531969;0,000479247271441;0,00197180335787;0,001301353705
0,705;-0,158203125;-0,048828125;-0,6142578125;72,1227621483;0,00183213698982;0,00354942884657;0,00234943416772
0,71;-0,27197265625;-0,09619140625;-0,599609375;72,6342710997;0,00218877309139;0,00359135365038;0,0026293674935
0,715;-0,439453125;-0,22998046875;-0,62060546875;73,1457800512;0,00290090735538;0,00629274725191;0,00171726068644
0,72;-0,634765625;-0,40576171875;-0,66650390625;73,6572890026;0,00105943255381;0,00236575819481;0,000973661031247
0,725;-0,81640625;-0,52978515625;-0,68505859375;74,168797954;0,00168319304194;0,000932073327056;0,00157018423854
0,73;-0,92578125;-0,61572265625;-0,703125;74,6803069054;0,000770243685878;0,000698780447838;0,000366876026931
0,735;-1,0;-0,66015625;-0,73828125;75,1918158568;0,000751300312931;0,00249215376822;0,00193818920288
0,74;-1,0;-0,66357421875;-0,765625;75,7033248082;0,00139865529538;0,00178057992454;0,00108953962796
0,745;-0,95947265625;-0,6015625;-0,86279296875;76,2148337596;0,00110637161207;0,00187722071712;0,00218646768404
0,75;-0,83642578125;-0,49658203125;-0,876953125;76,726342711;0,00186558924775;0,001556511352;0,00150737581444
0,755;-0,67578125;-0,314453125;-0,751953125;77,2378516624;0,00423198633493;0,00283667563946;0,00191156035519
0,76;-0,4619140625;-0,02294921875;-0,6298828125;77,7493606138;0,00306794042941;0,00229397661799;0,000802391128675
0,765;-0,23486328125;0,26513671875;-0,56640625;78,2608695652;0,00134378470512;0,00187323885345;0,00176149526644
0,77;0,02294921875;0,35888671875;-0,53466796875;78,7723785166;0,00133706211598;0,00202324075525;0,00040523025021
0,775;0,25439453125;0,435546875;-0,56640625;79,283887468;0,00105517455929;0,00192125645067;0,000691470707665
0,78;0,45703125;0,546875;-0,55078125;79,7953964194;0,00121761678454;0,00549462299691;0,00103758578408
0,785;0,63623046875;0,63330078125;-0,54736328125;80,3069053708;0,000956179448306;0,00159496137492;0,000888673593065
0,79;0,80078125;0,529296875;-0,595703125;80,8184143223;0,00231327442496;0,00209842411144;0,00308083548739
0,795;0,93359375;0,48583984375;-0,60888671875;81,3299232737;0,000983255788758;0,00147505174534;0,0016270101348
0,8;0,99951171875;0,630859375;-0,5703125;81,8414322251;0,00107377570422;0,00154589981751;0,000546001245735
0,805;0,99951171875;0,71484375;-0,54541015625;82,3529411765;0,00350972512154;0,000703347617036;0,000596514607407
0,81;0,99951171875;0,6796875;-0,53173828125;82,8644501279;0,00215182750813;0,000740185854267;0,00140623042387
0,815;0,88427734375;0,6171875;-0,509765625;83,3759590793;0,00520918878033;0,00353453594498;0,000725078380492
0,82;0,6630859375;0,51171875;-0,52392578125;83,8874680307;0,00281013924874;0,00231288067546;0,00104785320598
0,825;0,412109375;0,39794921875;-0,58642578125;84,3989769821;0,00067753163506;0,00213155894576;0,000572914963843
0,83;0,2001953125;0,27734375;-0,65478515625;84,9104859335;0,000246795242243;0,00241200915755;0,00199280633574
0,835;0,0546875;0,15576171875;-0,681640625;85,4219948849;0,00185507076791;0,00288037635057;0,000513204505838
0,84;-0,0390625;0,02783203125;-0,71044921875;85,9335038363;0,000465881719871;0,00223280589464;0,000670250157001
0,845;-0,12548828125;-0,08447265625;-0,73486328125;86,4450127877;0,00192047336873;0,00434471356185;0,00120115052069
0,85;-0,25634765625;-0,18017578125;-0,73486328125;86,9565217391;0,00243908093791;0,00591846206209;0,00250009955999
0,855;-0,4140625;-0,259765625;-0,70556640625;87,4680306905;0,00263724333522;0,00137437429171;0,00145048374123
0,86;-0,59423828125;-0,384765625;-0,6962890625;87,9795396419;0,00125292639305;0,00248035916594;0,000868412391012
0,865;-0,783203125;-0,53955078125;-0,73828125;88,4910485934;0,00193904409029;0,00154446311688;0,00120071293068
0,87;-0,95263671875;-0,66015625;-0,80029296875;89,0025575448;0,0024368236559;0,00261255772398;0,00150576474995
0,875;-1,0;-0,7265625;-0,85009765625;89,5140664962;0,00156148834179;0,00108689598944;0,000982196669325
0,88;-1,0;-0,77978515625;-0,9140625;90,0255754476;0,00152607353035;0,00300868926933;0,00147999413884
0,885;-1,0;-0,75634765625;-0,91015625;90,537084399;0,000713670476252;0,00389235208935;0,000492214444317
0,89;-1,0;-0,6328125;-0,80517578125;91,0485933504;0,00064893639555;0,00265165256025;0,000559605026637
0,895;-0,8623046875;-0,42626953125;-0,69970703125;91,5601023018;0,00153688401079;0,00144279230153;0,00100905167096
0,9;-0,5185546875;0,0546875;-0,56201171875;92,0716112532;0,00184051145082;0,00186985735063;0,00162317725998
0,905;-0,3251953125;0,26611328125;-0,49267578125;92,5831202046;0,00264219011958;0,00122176785214;0,00168119332423
0,91;-0,0869140625;0,37646484375;-0,50732421875;93,094629156;0,00336176857632;0,00209539536435;0,00169905649885
0,915;0,16845703125;0,466796875;-0,54541015625;93,6061381074;0,00220327199259;0,00177061089131;0,000524098470843
0,92;0,3984375;0,591796875;-0,484375;94,1176470588;0,00195112615952;0,0022516249452;0,00125929864682
0,925;0,65966796875;0,57763671875;-0,619140625;94,6291560102;0,001221267455;0,000927328178313;0,00193110725427
0,93;0,841796875;0,48046875;-0,76904296875;95,1406649616;0,000768637501683;0,00159980024775;0,000932594113777
0,935;0,970703125;0,48779296875;-0,80908203125;95,652173913;0,00121463203682;0,00387333247246;0,0022464733275
0,94;0,99951171875;0,630859375;-0,74072265625;96,1636828645;0,00174511895461;0,00200649760077;0,000474828411712
0,945;0,99951171875;0,68505859375;-0,67138671875;96,6751918159;0,000521020455241;0,00329552057275;0,000715651414809
0,95;0,99951171875;0,716796875;-0,60888671875;97,1867007673;0,00348053324463;0,00443819066173;0,00144121061038
0,955;0,99951171875;0,72998046875;-0,51220703125;97,6982097187;0,0017099693861;0,00187640281398;0,000620954457195
0,96;0,88330078125;0,67333984375;-0,47314453125;98,2097186701;0,00304499199933;0,00113438606799;0,00137868296805
0,965;0,71533203125;0,484375;-0,51220703125;98,7212276215;0,00145213112359;0,000340144975656;0,00102122554331
0,97;0,51171875;0,38671875;-0,548828125;99,2327365729;0,0013521060065;0,00258252203525;0,00102448871813
0,975;0,31201171875;0,37646484375;-0,5673828125;99,7442455243;0,000776145085612;0,00300365863716;0,00138377639774
0,98;0,169921875;0,3046875;-0,57470703125;;;;
0,985;0,06689453125;0,21435546875;-0,6259765625;;;;
0,99;0,0068359375;0,1484375;-0,689453125;;;;
0,995;-0,056640625;0,083984375;-0,72607421875;;;;
1,0;-0,25634765625;-0,1259765625;-0,79736328125;;;;
1,005;-0,43408203125;-0,2822265625;-0,80322265625;;;;
1,01;-0,64501953125;-0,47607421875;-0,828125;;;;
1,015;-0,82666015625;-0,6533203125;-0,8564453125;;;;
1,02;-0,96728515625;-0,720703125;-0,861328125;;;;
1,025;-1,0;-0,6953125;-0,83154296875;;;;
1,03;-1,0;-0,7060546875;-0,8134765625;;;;
1,035;-1,0;-0,6923828125;-0,81103515625;;;;
1,04;-0,939453125;-0,53125;-0,75390625;;;;
1,045;-0,79345703125;-0,3017578125;-0,68310546875;;;;
1,05;-0,6220703125;-0,064453125;-0,62890625;;;;
1,055;-0,42822265625;0,15576171875;-0,59423828125;;;;
1,06;-0,24609375;0,294921875;-0,576171875;;;;
1,065;-0,05322265625;0,41357421875;-0,58984375;;;;
1,07;0,16357421875;0,453125;-0,6015625;;;;
1,075;0,36865234375;0,59130859375;-0,5947265625;;;;
1,08;0,62451171875;0,48486328125;-0,71142578125;;;;
1,085;0,82763671875;0,41845703125;-0,7861328125;;;;
1,09;0,955078125;0,4921875;-0,7939453125;;;;
1,095;0,99951171875;0,6826171875;-0,697265625;;;;
1,1;0,99951171875;0,8583984375;-0,5302734375;;;;
1,105;0,99951171875;0,708984375;-0,51513671875;;;;
1,11;0,92724609375;0,55029296875;-0,5205078125;;;;
1,115;0,72607421875;0,4794921875;-0,51416015625;;;;
1,12;0,48388671875;0,4609375;-0,52001953125;;;;
1,125;0,28125;0,39013671875;-0,55029296875;;;;
1,13;0,12646484375;0,291015625;-0,59033203125;;;;
1,135;0,02734375;0,19970703125;-0,65478515625;;;;
1,14;-0,03515625;0,14404296875;-0,7177734375;;;;
1,145;-0,080078125;0,08935546875;-0,759765625;;;;
1,15;-0,1259765625;0,01318359375;-0,798828125;;;;
1,155;-0,22998046875;-0,05322265625;-0,79736328125;;;;
1,16;-0,38916015625;-0,1806640625;-0,783203125;;;;
1,165;-0,572265625;-0,396484375;-0,798828125;;;;
1,17;-0,76513671875;-0,59423828125;-0,83984375;;;;
1,175;-0,93701171875;-0,6943359375;-0,85986328125;;;;
1,18;-1,0;-0,74072265625;-0,82470703125;;;;
1,185;-1,0;-0,7744140625;-0,83544921875;;;;
1,19;-1,0;-0,71875;-0,84033203125;;;;
1,195;-1,0;-0,57080078125;-0,7880859375;;;;
1,2;-0,69580078125;-0,11328125;-0,65576171875;;;;
1,205;-0,49951171875;0,12646484375;-0,61328125;;;;
1,21;-0,28515625;0,32080078125;-0,57373046875;;;;
1,215;-0,078125;0,42236328125;-0,61279296875;;;;
1,22;0,12841796875;0,4375;-0,67041015625;;;;
1,225;0,35546875;0,51611328125;-0,70361328125;;;;
1,23;0,59814453125;0,57421875;-0,68310546875;;;;
1,235;0,833984375;0,50830078125;-0,77001953125;;;;
1,24;0,978515625;0,546875;-0,744140625;;;;
1,245;0,99951171875;0,7451171875;-0,64697265625;;;;
1,25;0,99951171875;0,763671875;-0,58154296875;;;;
1,255;0,99951171875;0,66357421875;-0,55712890625;;;;
1,26;0,99560546875;0,6162109375;-0,53125;;;;
1,265;0,89892578125;0,57666015625;-0,4775390625;;;;
1,27;0,74267578125;0,53076171875;-0,46142578125;;;;
1,275;0,56005859375;0,47216796875;-0,4658203125;;;;
1,28;0,3857421875;0,4287109375;-0,486328125;;;;
1,285;0,2392578125;0,35107421875;-0,52392578125;;;;
1,29;0,12841796875;0,27490234375;-0,564453125;;;;
1,295;0,0537109375;0,23046875;-0,62890625;;;;
1,3;-0,04052734375;0,11279296875;-0,74853515625;;;;
1,305;-0,09375;0,04345703125;-0,7939453125;;;;
1,31;-0,18798828125;-0,06884765625;-0,81689453125;;;;
1,315;-0,38134765625;-0,20703125;-0,814453125;;;;
1,32;-0,55908203125;-0,404296875;-0,81884765625;;;;
1,325;-0,74072265625;-0,57421875;-0,82470703125;;;;
1,33;-0,908203125;-0,6376953125;-0,791015625;;;;
1,335;-1,0;-0,66162109375;-0,75048828125;;;;
1,34;-1,0;-0,68408203125;-0,75341796875;;;;
1,345;-1,0;-0,65625;-0,77978515625;;;;
1,35;-1,0;-0,578125;-0,7890625;;;;
1,355;-0,91845703125;-0,40966796875;-0,7333984375;;;;
1,36;-0,73486328125;-0,1572265625;-0,65625;;;;
1,365;-0,5390625;0,1171875;-0,60400390625;;;;
1,37;-0,3203125;0,30419921875;-0,60986328125;;;;
1,375;-0,095703125;0,46875;-0,6240234375;;;;
1,38;0,16357421875;0,48583984375;-0,67578125;;;;
1,385;0,44677734375;0,5185546875;-0,75390625;;;;
1,39;0,75830078125;0,7421875;-0,73486328125;;;;
1,395;0,99951171875;0,87109375;-0,6953125;;;;
1,4;0,99951171875;0,99951171875;-0,578125;;;;
1,405;0,99951171875;0,99951171875;-0,53125;;;;
1,41;0,99951171875;0,94482421875;-0,515625;;;;
1,415;0,93896484375;0,6630859375;-0,55078125;;;;
1,42;0,6279296875;0,51220703125;-0,54736328125;;;;
1,425;0,3427734375;0,39501953125;-0,52978515625;;;;
1,43;0,12646484375;0,25732421875;-0,525390625;;;;
1,435;-0,03564453125;0,09716796875;-0,572265625;;;;
