gamme acceleration : +-2g ;    frequence echantillonnage : 200Hz
t(s);Ax(m/s2);Ay(m/s2);Az(m/s2);F(Hz);TF(Ax);TF(Ay);TF(Az)
1,49;1,9990234375;-1,3876953125;-0,44140625;;;;
1,495;1,9990234375;-0,1875;-0,2431640625;;;;
1,5;1,9990234375;1,0302734375;0,54296875;;;;
1,505;1,9990234375;0,529296875;0,7685546875;;;;
1,51;1,9990234375;-0,43359375;0,8466796875;;;;
1,515;1,9990234375;-1,3515625;0,7060546875;;;;
1,52;1,9990234375;-1,80078125;0,4404296875;;;;
1,525;1,32421875;-1,76953125;0,365234375;;;;
1,53;0,1552734375;-1,625;0,6123046875;;;;
1,535;-1,3134765625;-1,36328125;1,1728515625;;;;
1,54;-2,0;-1,0009765625;1,5341796875;;;;
1,545;-2,0;-0,4384765625;1,6396484375;;;;
1,55;-2,0;0,1201171875;1,49609375;;;;
1,555;-2,0;0,23046875;0,9404296875;;;;
1,56;-2,0;0,4248046875;0,2509765625;;;;
1,565;-2,0;0,3583984375;-0,2626953125;;;;
1,57;-2,0;0,220703125;-0,4375;;;;
1,575;-2,0;0,2421875;-0,595703125;;;;
1,58;-2,0;0,5087890625;-0,5751953125;;;;
1,585;-2,0;0,5302734375;-0,3046875;;;;
1,59;-2,0;0,078125;0,0380859375;;;;
1,595;-2,0;-0,5947265625;0,4921875;;;;
1,6;0,109375;-1,7783203125;0,3984375;;;;
1,605;0,7919921875;-2,0;0,380859375;;;;
1,61;0,3359375;-2,0;0,3984375;;;;
1,615;0,8115234375;-2,0;0,0810546875;;;;
1,62;1,8154296875;-2,0;0,083984375;;;;
1,625;1,9990234375;-2,0;0,146484375;;;;
1,63;1,9990234375;-0,8486328125;0,1396484375;;;;
1,635;1,9990234375;0,37890625;0,4921875;;;;
1,64;1,9990234375;1,12890625;0,716796875;;;;
1,645;1,9990234375;1,9228515625;0,560546875;;;;
1,65;1,9990234375;1,599609375;0,2177734375;;;;
1,655;1,9990234375;0,35546875;0,0693359375;;;;
1,66;1,9990234375;-0,9384765625;-0,0078125;;;;
1,665;1,9990234375;-1,9296875;0,0771484375;;;;
1,67;1,3369140625;-2,0;0,3115234375;;;;
1,675;0,13671875;-2,0;0,6630859375;;;;
1,68;-1,2958984375;-2,0;1,0654296875;;;;
1,685;-1,3974609375;-1,767578125;1,2421875;;;;
1,69;-1,8037109375;-1,0556640625;1,3623046875;;;;
1,695;-2,0;-0,21875;1,24609375;;;;
1,7;-2,0;0,7353515625;0,0498046875;;;;
1,705;-2,0;0,5380859375;-0,44140625;;;;
1,71;-2,0;0,4873046875;-0,72265625;;;;
1,715;-2,0;0,4521484375;-0,9052734375;;;;
1,72;-2,0;0,3154296875;-0,751953125;;;;
1,725;-2,0;0,2021484375;-0,3349609375;;;;
1,73;-2,0;-0,0400390625;0,19140625;;;;
1,735;-2,0;-0,517578125;0,2119140625;;;;
1,74;-2,0;-1,158203125;0,3525390625;;;;
1,745;-2,0;-1,658203125;0,54296875;;;;
1,75;-1,001953125;-1,9970703125;0,6123046875;;;;
1,755;-0,119140625;-2,0;0,2646484375;;;;
1,76;0,9443359375;-2,0;0,0478515625;;;;
1,765;1,9521484375;-2,0;0,171875;;;;
1,77;1,9990234375;-1,8212890625;0,390625;;;;
1,775;1,9990234375;-0,6064453125;0,232421875;;;;
1,78;1,9990234375;0,865234375;0,0625;;;;
1,785;1,9990234375;1,7802734375;0,2568359375;;;;
1,79;1,9990234375;1,57421875;0,5341796875;;;;
1,795;1,9990234375;0,234375;0,75390625;;;;
1,8;1,9990234375;-2,0;0,4912109375;;;;
1,805;1,640625;-2,0;0,3896484375;;;;
1,81;0,5654296875;-1,9697265625;0,578125;;;;
1,815;-0,8916015625;-1,681640625;1,1904296875;;;;
1,82;-1,677734375;-1,345703125;1,7216796875;;;;
1,825;-2,0;-0,8828125;1,9990234375;;;;
1,83;-2,0;-0,4228515625;1,96484375;;;;
1,835;-2,0;-0,125;1,310546875;;;;
1,84;-2,0;0,14453125;0,1611328125;;;;
1,845;-2,0;0,2666015625;-0,6884765625;;;;
1,85;-2,0;0,3779296875;-1,1845703125;;;;
1,855;-2,0;0,5234375;-1,3603515625;;;;
1,86;-2,0;0,9130859375;-0,9677734375;;;;
1,865;-2,0;0,5654296875;-0,4814453125;;;;
1,87;-2,0;0,04296875;-0,376953125;;;;
1,875;-1,640625;-0,38671875;-0,0869140625;;;;
1,88;-1,0068359375;-0,9990234375;0,2421875;;;;
1,885;-0,3203125;-1,7734375;0,5380859375;;;;
1,89;-0,423828125;-2,0;0,640625;;;;
1,895;0,46484375;-2,0;0,41796875;;;;
1,9;1,9990234375;-2,0;0,0185546875;;;;
1,905;1,9990234375;-2,0;0,1103515625;;;;
1,91;1,9990234375;-0,9873046875;0,2158203125;;;;
1,915;1,9990234375;0,7421875;0,24609375;;;;
1,92;1,9990234375;1,9990234375;0,15625;;;;
1,925;1,9990234375;1,9990234375;0,2333984375;;;;
1,93;1,9990234375;1,904296875;0,3828125;;;;
1,935;1,9990234375;0,2275390625;0,5009765625;;;;
1,94;1,9990234375;-1,08203125;0,3271484375;;;;
1,945;1,9990234375;-2,0;0,1943359375;;;;
1,95;1,232421875;-2,0;0,3935546875;;;;
1,955;-0,05078125;-2,0;0,7431640625;;;;
1,96;-1,390625;-2,0;0,9921875;;;;
1,965;-1,8515625;-1,80078125;0,9833984375;;;;
1,97;-1,76953125;-1,2001953125;1,0966796875;;;;
1,975;-2,0;-0,4384765625;0,8310546875;;;;
1,98;-2,0;0,169921875;0,5029296875;;;;
1,985;-2,0;0,4599609375;0,3505859375;;;;
