gamme acceleration : +-2g ;    frequence echantillonnage : 200Hz
t(s);Ax(m/s2);Ay(m/s2);Az(m/s2);F(Hz);TF(Ax);TF(Ay);TF(Az)
0,22;-0,8291015625;-0,384765625;0,4404296875;22,1662468514;0,0922613253359;0,174218102597;0,157480146828
0,225;-0,814453125;-0,416015625;0,421875;22,6700251889;0,132405742815;0,174003405175;0,0306356412712
0,23;-0,798828125;-0,4228515625;0,3984375;23,1738035264;0,047523342157;0,0631852794192;0,0400301102474
0,235;-0,8046875;-0,4619140625;0,4130859375;23,677581864;0,0100158969491;0,0101963710105;0,0190833872918
0,24;-0,83203125;-0,47265625;0,41015625;24,1813602015;0,0608264095242;0,0574369828355;0,027574631101
0,245;-0,8671875;-0,4931640625;0,43359375;24,685138539;0,0487131785485;0,0643529322249;0,0292982080201
0,25;-0,9150390625;-0,5400390625;0,435546875;25,1889168766;0,012525831198;0,0103029123938;0,0233652199884
0,255;-0,9345703125;-0,5556640625;0,453125;25,6926952141;0,0546921354109;0,0380736382874;0,0120218015524
0,26;-0,9833984375;-0,5751953125;0,482421875;26,1964735516;0,0499197503842;0,0294705280116;0,0268819671864
0,265;-1,0166015625;-0,5849609375;0,515625;26,7002518892;0,0300402638142;0,038250044068;0,0221911071577
0,27;-1,046875;-0,59765625;0,5615234375;27,2040302267;0,0364305933618;0,0077321527268;0,0191403566265
0,275;-1,056640625;-0,60546875;0,59375;27,7078085642;0,0079639512159;0,0450081364486;0,0199774097666
0,28;-1,0390625;-0,580078125;0,60546875;28,2115869018;0,0825354100753;0,0918924120694;0,0294810183821
0,285;-1,00390625;-0,5283203125;0,599609375;28,7153652393;0,112378839132;0,0847400132893;0,0496104698414
0,29;-0,9814453125;-0,46875;0,6171875;29,2191435768;0,127009853662;0,0995280435069;0,0232585485319
0,295;-0,9697265625;-0,447265625;0,671875;29,7229219144;0,0598201376637;0,0365769969981;0,0275055139343
0,3;-1,0068359375;-0,50390625;0,6337890625;30,2267002519;0,0852968715867;0,0467812535781;0,0147632516765
0,305;-1,03125;-0,5283203125;0,546875;30,7304785894;0,0279816508741;0,0487409050518;0,0415077039968
0,31;-1,03125;-0,515625;0,5263671875;31,234256927;0,00366349401573;0,0441944542092;0,0195113599237
0,315;-1,06640625;-0,5283203125;0,5087890625;31,7380352645;0,0484467530364;0,0169414675156;0,0223868386674
0,32;-1,08203125;-0,5458984375;0,5068359375;32,241813602;0,0233513796694;0,0445587620151;0,00424200419346
0,325;-1,1142578125;-0,515625;0,5234375;32,7455919395;0,035940611476;0,0382647418935;0,0198523548026
0,33;-1,1826171875;-0,4853515625;0,5380859375;33,2493702771;0,0376392249049;0,00995532219242;0,003726286433
0,335;-1,2470703125;-0,45703125;0,5576171875;33,7531486146;0,00761667277601;0,0108071654906;0,00546637521009
0,34;-1,26953125;-0,4228515625;0,568359375;34,2569269521;0,0199432327866;0,0111224435774;0,00215100663563
0,345;-1,203125;-0,4287109375;0,6123046875;34,7607052897;0,0340367510229;0,0832146535905;0,0144659758133
0,35;-0,9521484375;-0,50390625;0,818359375;35,2644836272;0,0639258797721;0,0886715049463;0,0130791279965
0,355;-0,9853515625;-0,4921875;0,74609375;35,7682619647;0,0387773486389;0,11039836581;0,021740484428
0,36;-1,2265625;-0,3671875;0,5234375;36,2720403023;0,0477752131046;0,0596734841592;0,0116083545855
0,365;-1,296875;-0,26953125;0,48046875;36,7758186398;0,0483761742587;0,01465971611;0,00650036562331
0,37;-1,19140625;-0,3408203125;0,5400390625;37,2795969773;0,031491162731;0,0640596783761;0,0212570441358
0,375;-1,05078125;-0,4814453125;0,60546875;37,7833753149;0,013069893424;0,00634407312096;0,0245464950131
0,38;-0,890625;-0,603515625;0,7099609375;38,2871536524;0,0112597445901;0,020880812561;0,0160868623438
0,385;-0,7041015625;-0,71484375;0,87109375;38,7909319899;0,00433509207477;0,0316421012396;0,00774009579887
0,39;-0,4033203125;-0,900390625;1,0380859375;39,2947103275;0,00876718246058;0,019895426104;0,00275972549323
0,395;0,18359375;-1,0439453125;1,1748046875;39,798488665;0,0253744380352;0,0179728412618;0,0181618546354
0,4;1,37109375;-1,1376953125;1,4404296875;40,3022670025;0,0453946341573;0,0319486395325;0,0102627264485
0,405;1,7880859375;-1,0390625;1,53125;40,8060453401;0,0177646192504;0,00884096682317;0,017442494338
0,41;1,9990234375;-0,9384765625;1,3896484375;41,3098236776;0,0300326742614;0,0125103910315;0,0149537018568
0,415;1,9990234375;-1,0244140625;1,185546875;41,8136020151;0,010630426764;0,026818264442;0,0241783801179
0,42;1,9990234375;-1,2646484375;0,982421875;42,3173803526;0,0287023647303;0,0299662847087;0,00828087037628
0,425;1,912109375;-1,4482421875;0,828125;42,8211586902;0,0721423840715;0,0148743695121;0,0148361576278
0,43;1,2431640625;-1,544921875;0,62109375;43,3249370277;0,0761813088378;0,011889142424;0,00536504710187
0,435;0,599609375;-1,58203125;0,4150390625;43,8287153652;0,0296585816925;0,0107966791315;0,0163988540684
0,44;0,046875;-1,548828125;0,3505859375;44,3324937028;0,0114816729156;0,0294761903687;0,00722656840245
0,445;-0,5693359375;-1,3369140625;0,3896484375;44,8362720403;0,0306683232705;0,0185230719187;0,0217144593293
0,45;-1,26953125;-0,9931640625;0,4521484375;45,3400503778;0,0284475419562;0,0205985927542;0,0148257928174
0,455;-2,0;-0,6259765625;0,4716796875;45,8438287154;0,0172640603039;0,03356789826;0,00704888943679
0,46;-2,0;-0,30078125;0,4052734375;46,3476070529;0,0348099233776;0,0211132705753;0,00723387733011
0,465;-2,0;0,02734375;0,076171875;46,8513853904;0,0338111998498;0,0151111013361;0,0108484035815
0,47;-2,0;0,201171875;-0,30078125;47,355163728;0,0304859166041;0,0137561182002;0,0142650415343
0,475;-2,0;0,2421875;-0,6728515625;47,8589420655;0,00976464352355;0,019316290234;0,012053772401
0,48;-2,0;0,2412109375;-0,9755859375;48,362720403;0,0201106006336;0,0188831344996;0,00673528905787
0,485;-2,0;0,1552734375;-1,20703125;48,8664987406;0,0168371475553;0,005884266945;0,00843401720168
0,49;-2,0;0,0234375;-1,3349609375;49,3702770781;0,0298882387067;0,014092003953;0,0127367245473
0,495;-2,0;-0,1845703125;-1,2978515625;49,8740554156;0,0577096553536;0,0219631987628;0,0204471845566
0,5;-2,0;-0,7021484375;-0,7431640625;50,3778337531;0,0462514642553;0,00467352088815;0,0169327435098
0,505;-2,0;-0,8681640625;-0,390625;50,8816120907;0,0337749575759;0,00289254833955;0,00439505913217
0,51;-1,7041015625;-1,0068359375;-0,0908203125;51,3853904282;0,0194967163225;0,0121302670197;0,0172999781086
0,515;-1,2021484375;-1,1689453125;0,2646484375;51,8891687657;0,00854792696995;0,0106973396102;0,0149084542784
0,52;-0,5869140625;-1,35546875;0,685546875;52,3929471033;0,0169585169478;0,0175033696938;0,0113397182816
0,525;0,37109375;-1,50390625;1,060546875;52,8967254408;0,0294722418567;0,0106044213034;0,00749101300189
0,53;1,4453125;-1,6396484375;1,3896484375;53,4005037783;0,00829126671835;0,0117076247343;0,00392786281066
0,535;1,9990234375;-1,51953125;1,6748046875;53,9042821159;0,0271039405003;0,00678509428932;0,0076999413191
0,54;1,9990234375;-0,9931640625;1,8935546875;54,4080604534;0,0147838091715;0,00822678331554;0,00807263738898
0,545;1,9990234375;-0,5556640625;1,943359375;54,9118387909;0,0209342172241;0,0159415958871;0,0109987240437
0,55;1,9990234375;-0,4990234375;1,7841796875;55,4156171285;0,0121767512954;0,0122378939637;0,0109091872414
0,555;1,9990234375;-0,7802734375;1,5234375;55,919395466;0,00998052866544;0,0103810674742;0,00899468998509
0,56;1,9990234375;-1,1728515625;1,3046875;56,4231738035;0,0186600725871;0,0144267481012;0,0105286874048
0,565;1,9990234375;-1,28125;1,1435546875;56,9269521411;0,047213101138;0,017789793208;0,00570172074226
0,57;1,4443359375;-1,14453125;1,1044921875;57,4307304786;0,0429849556826;0,0208088682049;0,0135021989404
0,575;0,609375;-1,0771484375;1,068359375;57,9345088161;0,0319635345437;0,00873800573244;0,0114110785594
0,58;-0,2177734375;-1,0234375;1,0234375;58,4382871537;0,0197387733763;0,0100124359612;0,0104624345087
0,585;-0,96875;-0,9453125;1,04296875;58,9420654912;0,0120552761461;0,00924966493077;0,0115923859394
0,59;-2,0;-0,7353515625;0,96875;59,4458438287;0,0132722409061;0,00366358419419;0,00660017545229
0,595;-2,0;-0,4072265625;0,591796875;59,9496221662;0,0260392777427;0,0187605828743;0,00190945708209
0,6;-2,0;-0,001953125;-0,140625;60,4534005038;0,00749434643106;0,00815063013006;0,0043236126318
0,605;-1,869140625;0,05859375;-0,390625;60,9571788413;0,0289155007775;0,00444364687693;0,00885550440181
0,61;-1,6044921875;-0,0751953125;-0,6337890625;61,4609571788;0,00761122837064;0,0175923232478;0,00236340120492
0,615;-1,21875;-0,310546875;-0,8212890625;61,9647355164;0,0200692914198;0,0200473081679;0,00358270764227
0,62;-0,7861328125;-0,5556640625;-0,869140625;62,4685138539;0,00981584936115;0,0104647272624;0,00571231706684
0,625;-1,2197265625;-0,611328125;-0,6181640625;62,9722921914;0,00558155723199;0,00264667308069;0,00180877736327
0,63;-0,6640625;-0,5283203125;-0,61328125;63,476070529;0,0071446255086;0,0039563241302;0,0061561835664
0,635;-0,3564453125;-0,3359375;-0,3916015625;63,9798488665;0,0197882291788;0,0134597825234;0,0104091431594
0,64;-1,37109375;-0,220703125;-0,0166015625;64,483627204;0,0265210867714;0,0138329929077;0,008923879482
0,645;-1,76953125;-0,4697265625;0,294921875;64,9874055416;0,0347842479601;0,00884556552835;0,0061400792675
0,65;-1,439453125;-0,78515625;0,6015625;65,4911838791;0,0196320141403;0,00389939538531;0,0119053743943
0,655;-0,98828125;-1,2080078125;0,8759765625;65,9949622166;0,00844694427699;0,00601735918351;0,00857665268728
0,66;-0,4453125;-1,6416015625;1,109375;66,4987405542;0,0157050882975;0,00930592770236;0,00492322644223
0,665;0,3193359375;-1,890625;1,2724609375;67,0025188917;0,00593215832049;0,00333531839849;0,00870752591323
0,67;1,3623046875;-1,890625;1,33203125;67,5062972292;0,0306905926776;0,00991855056437;0,00137030500424
0,675;1,9990234375;-1,5322265625;1,287109375;68,0100755668;0,014679852528;0,00216372143329;0,00957920694106
0,68;1,9990234375;-1,0595703125;1,2724609375;68,5138539043;0,00874036259448;0,0104141382008;0,00499238262148
0,685;1,9990234375;-0,6875;1,271484375;69,0176322418;0,00440177153973;0,0128301151537;0,00170182054429
0,69;1,9990234375;-0,548828125;1,2099609375;69,5214105793;0,00153245494335;0,00650466526878;0,0017930763167
0,695;1,9990234375;-0,8095703125;1,1123046875;70,0251889169;0,0107326484212;0,00102828035924;0,00507222229851
0,7;1,43359375;-1,0634765625;0,6943359375;70,5289672544;0,00885373298528;0,0069929189485;0,00634739982294
0,705;0,5234375;-0,81640625;0,5966796875;71,0327455919;0,0218124788571;0,00365677034392;0,00652204037363
0,71;-0,509765625;-0,515625;0,6875;71,5365239295;0,0260933587369;0,00895495914819;0,0105889126376
0,715;-1,5224609375;-0,12890625;0,6337890625;72,040302267;0,0219684381041;0,00852117164079;0,00959780585063
0,72;-2,0;0,04296875;0,38671875;72,5440806045;0,0290671596767;0,00042822607222;0,00295578999805
0,725;-2,0;-0,0390625;0,1103515625;73,0478589421;0,0196441331824;0,0122145006427;0,0061365336764
0,73;-2,0;-0,1806640625;-0,12890625;73,5516372796;0,00526557863998;0,0100690159108;0,00455109914672
0,735;-2,0;-0,2119140625;-0,2265625;74,0554156171;0,00344043072542;0,0137551697669;0,00423459346454
0,74;-2,0;-0,2353515625;-0,31640625;74,5591939547;0,0196156756524;0,0187093043587;0,00610344545834
0,745;-2,0;-0,3828125;-0,4443359375;75,0629722922;0,0177973876446;0,00947961156556;0,00669763868385
0,75;-2,0;-0,61328125;-0,4853515625;75,5667506297;0,00191421223876;0,012594198469;0,003484897187
0,755;-2,0;-0,697265625;-0,4365234375;76,0705289673;0,0204887516447;0,00585030930602;0,00572795847407
0,76;-2,0;-0,6103515625;-0,28515625;76,5743073048;0,00614073503211;0,00946960386903;0,00412906885454
0,765;-2,0;-0,5595703125;-0,1181640625;77,0780856423;0,00613450284546;0,0018589943647;0,00102462977625
0,77;-1,9375;-0,6533203125;0,0966796875;77,5818639798;0,0130918402429;0,0124457110853;0,00269253507647
0,775;-1,59765625;-0,7978515625;0,3310546875;78,0856423174;0,0145355736722;0,00297515373599;0,00372945314989
0,78;-1,2578125;-0,8994140625;0,4990234375;78,5894206549;0,00883419316836;0,00382734488148;0,00326381288153
0,785;-0,9384765625;-0,97265625;0,6318359375;79,0931989924;0,00463411250321;0,0048042200099;0,00378817995676
0,79;-0,4677734375;-1,0927734375;0,7275390625;79,59697733;0,00794675722455;0,00128932780531;0,00127921201578
0,795;0,19921875;-1,1953125;0,7880859375;80,1007556675;0,0177896701045;0,0085300916137;0,00208458723761
0,8;1,9990234375;-1,4033203125;0,87890625;80,604534005;0,00129731228035;0,00534878745599;0,00358198384629
0,805;1,9990234375;-1,2353515625;1,0546875;81,1083123426;0,00245822693255;0,00224149159765;0,00562120407267
0,81;1,9990234375;-0,9765625;1,240234375;81,6120906801;0,0146459620964;0,00917931027998;0,00876525302249
0,815;1,9990234375;-0,986328125;1,26171875;82,1158690176;0,00681940770551;0,0061026340067;0,00901728167197
0,82;1,9990234375;-1,0927734375;1,09765625;82,6196473552;0,0192737314361;0,00490366067972;0,00331943807388
0,825;1,9990234375;-1,3671875;0,7900390625;83,1234256927;0,0119128801357;0,0025289465852;0,00450398605162
0,83;1,9912109375;-1,4501953125;0,5556640625;83,6272040302;0,00668223991358;0,00465938963424;0,00257087713203
0,835;0,9873046875;-1,26953125;0,5498046875;84,1309823678;0,00478152200787;0,00783326623115;0,003211630835
0,84;-0,0595703125;-1,078125;0,7041015625;84,6347607053;0,00721728228066;0,00799589079053;0,00658610560682
0,845;-0,86328125;-0,8095703125;0,796875;85,1385390428;0,00900207500146;0,00514823250254;0,00516668506862
0,85;-1,6064453125;-0,65625;0,83984375;85,6423173804;0,014368911076;0,00795167153627;0,00271748871377
0,855;-2,0;-0,48046875;0,8291015625;86,1460957179;0,00633796578064;0,0076238933794;0,00200108540144
0,86;-2,0;-0,2509765625;0,68359375;86,6498740554;0,00826513180534;0,0102052299962;0,00267572333755
0,865;-2,0;-0,0078125;0,2958984375;87,1536523929;0,0105771267754;0,00245692667609;0,00475233779848
0,87;-2,0;-0,017578125;-0,0244140625;87,6574307305;0,0176762440204;0,00792188928622;0,00348745305919
0,875;-2,0;-0,1240234375;-0,2509765625;88,161209068;0,00418844358883;0,00551930107148;0,00464982337429
0,88;-2,0;-0,1220703125;-0,4599609375;88,6649874055;0,00800518801015;0,00968057190145;0,00268817904373
0,885;-2,0;-0,0556640625;-0,6689453125;89,1687657431;0,0111276902975;0,00682450257839;0,00412512860526
0,89;-2,0;-0,1953125;-0,9208984375;89,6725440806;0,0101090530164;0,00654533021589;0,00115927740279
0,895;-2,0;-0,416015625;-1,001953125;90,1763224181;0,013270376736;0,00808492665029;0,00563697601656
0,9;-2,0;-0,53125;-0,5166015625;90,6801007557;0,00315972444795;0,00494061708583;0,00216103830602
0,905;-2,0;-0,6953125;-0,095703125;91,1838790932;0,00399386344806;0,00675947390262;0,00447584378215
0,91;-2,0;-0,9384765625;0,208984375;91,6876574307;0,00834526187682;0,00520332175597;0,0057792253197
0,915;-1,7421875;-1,25390625;0,3583984375;92,1914357683;0,00171846166535;0,00458039851807;0,00353386961994
0,92;-1,22265625;-1,51953125;0,4482421875;92,6952141058;0,01924798542;0,00533123754435;0,00413154444291
0,925;-0,58984375;-1,6328125;0,5341796875;93,1989924433;0,0120826644441;0,00164061031757;0,00236786584416
0,93;0,171875;-1,67578125;0,5859375;93,7027707809;0,00318329747916;0,00095565599293;0,000932065597497
0,935;1,2880859375;-1,728515625;0,6162109375;94,2065491184;0,00565941384029;0,00617506701057;0,00213484304805
0,94;1,9990234375;-1,6669921875;0,7275390625;94,7103274559;0,0127586064618;0,0114403785107;0,00416052833676
0,945;1,9990234375;-0,9609375;0,96484375;95,2141057935;0,0162419083871;0,0100680389582;0,00545263296656
0,95;1,9990234375;-0,12890625;1,2490234375;95,717884131;0,0062101794324;0,0169477223674;0,00759029912243
0,955;1,9990234375;0,35546875;1,3310546875;96,2216624685;0,0120084513407;0,0104682648085;0,00382813986531
0,96;1,9990234375;0,3583984375;1,2109375;96,725440806;0,00987943084487;0,00313405791537;0,00262728125639
0,965;1,9990234375;-0,27734375;1,1083984375;97,2292191436;0,00343266689978;0,0107874893763;0,00194863241425
0,97;1,9990234375;-1,0478515625;1,0771484375;97,7329974811;0,0154400024947;0,00659728863455;0,00467592230634
0,975;1,7119140625;-1,3291015625;1,046875;98,2367758186;0,00214667077714;0,00451082038197;0,00615028693551
0,98;0,6484375;-1,2724609375;1,0966796875;98,7405541562;0,00352595452512;0,00113267561796;0,00522529521814
0,985;-0,4052734375;-1,09375;1,234375;99,2443324937;0,00991469477587;0,003418830369;0,00482973213741
0,99;-1,390625;-0,86328125;1,3984375;99,7481108312;0,00643576240928;0,0045215259001;0,00146721394212
0,995;-2,0;-0,4228515625;1,6240234375;;;;
1,0;-2,0;0,0546875;0,9306640625;;;;
1,005;-2,0;-0,00390625;0,38671875;;;;
1,01;-2,0;-0,1318359375;-0,2314453125;;;;
1,015;-2,0;-0,1728515625;-0,78125;;;;
1,02;-1,50390625;-0,244140625;-1,2890625;;;;
1,025;-1,0244140625;-0,359375;-1,5244140625;;;;
1,03;-0,9345703125;-0,3759765625;-1,4169921875;;;;
1,035;-2,0;-0,3984375;-0,9814453125;;;;
1,04;-2,0;-0,6181640625;-0,666015625;;;;
1,045;-2,0;-1,0009765625;-0,298828125;;;;
1,05;-2,0;-1,5146484375;0,0546875;;;;
1,055;-1,6279296875;-1,9521484375;0,2890625;;;;
1,06;-0,361328125;-2,0;0,3623046875;;;;
1,065;0,7822265625;-2,0;0,34765625;;;;
1,07;1,8984375;-2,0;0,4248046875;;;;
1,075;1,9990234375;-1,3896484375;0,6748046875;;;;
1,08;1,9990234375;-0,2265625;0,9951171875;;;;
1,085;1,9990234375;0,6748046875;1,32421875;;;;
1,09;1,9990234375;1,11328125;1,5029296875;;;;
1,095;1,9990234375;0,875;1,4609375;;;;
1,1;1,9990234375;-0,6220703125;1,240234375;;;;
1,105;1,9990234375;-1,1337890625;1,0556640625;;;;
1,11;0,9384765625;-1,3271484375;0,927734375;;;;
1,115;-0,3046875;-1,4765625;0,830078125;;;;
1,12;-1,6181640625;-1,5400390625;0,599609375;;;;
1,125;-2,0;-1,3369140625;0,349609375;;;;
1,13;-1,9921875;-0,80078125;0,2802734375;;;;
1,135;-2,0;-0,2978515625;0,201171875;;;;
1,14;-2,0;0,109375;-0,236328125;;;;
1,145;-2,0;0,2841796875;-0,705078125;;;;
1,15;-2,0;0,0693359375;-0,861328125;;;;
1,155;-1,9931640625;-0,0244140625;-0,853515625;;;;
1,16;-1,634765625;0,0615234375;-0,765625;;;;
1,165;-1,6015625;0,037109375;-0,416015625;;;;
1,17;-1,0078125;-0,203125;-0,072265625;;;;
1,175;-0,5390625;-0,6552734375;0,34375;;;;
1,18;0,109375;-1,0439453125;0,6171875;;;;
1,185;0,7060546875;-1,3056640625;0,69921875;;;;
1,19;0,0078125;-1,470703125;0,5966796875;;;;
1,195;-0,072265625;-1,765625;0,2880859375;;;;
1,2;1,8935546875;-2,0;-0,3720703125;;;;
1,205;1,9990234375;-1,404296875;-0,28125;;;;
1,21;1,9990234375;-0,150390625;-0,1728515625;;;;
1,215;1,9990234375;0,6572265625;-0,0283203125;;;;
1,22;1,9990234375;0,7958984375;0,2197265625;;;;
1,225;1,9990234375;0,47265625;0,3466796875;;;;
1,23;1,9990234375;-0,314453125;0,42578125;;;;
1,235;1,9990234375;-1,3095703125;0,41796875;;;;
1,24;1,9990234375;-2,0;0,373046875;;;;
1,245;1,21875;-2,0;0,4599609375;;;;
1,25;0,0029296875;-1,7978515625;0,7109375;;;;
1,255;-1,3271484375;-1,4033203125;1,107421875;;;;
1,26;-2,0;-0,7880859375;1,484375;;;;
1,265;-2,0;-0,203125;1,9521484375;;;;
1,27;-2,0;0,4248046875;1,8623046875;;;;
1,275;-2,0;0,4697265625;1,0810546875;;;;
1,28;-2,0;0,1494140625;0,3359375;;;;
1,285;-2,0;-0,0673828125;-0,3349609375;;;;
1,29;-2,0;0,0498046875;-0,9921875;;;;
1,295;-1,8720703125;0,2490234375;-1,349609375;;;;
1,3;-2,0;0,068359375;-0,91015625;;;;
1,305;-2,0;-0,189453125;-0,6259765625;;;;
1,31;-1,4970703125;-0,5439453125;-0,125;;;;
1,315;-1,5166015625;-1,216796875;0,16796875;;;;
1,32;0,2021484375;-2,0;0,0654296875;;;;
1,325;1,12109375;-2,0;0,091796875;;;;
1,33;0,4619140625;-2,0;0,1318359375;;;;
1,335;0,8681640625;-2,0;-0,0986328125;;;;
1,34;1,9990234375;-2,0;-0,189453125;;;;
1,345;1,9990234375;-1,5849609375;-0,0244140625;;;;
1,35;1,9990234375;-0,5595703125;0,41796875;;;;
1,355;1,9990234375;0,9560546875;0,4521484375;;;;
1,36;1,9990234375;1,5693359375;0,5615234375;;;;
1,365;1,9990234375;1,521484375;0,654296875;;;;
1,37;1,9990234375;0,716796875;0,6953125;;;;
1,375;1,9990234375;-0,765625;0,52734375;;;;
1,38;1,9990234375;-2,0;0,3818359375;;;;
1,385;1,45703125;-2,0;0,3935546875;;;;
1,39;0,3828125;-1,9384765625;0,4921875;;;;
1,395;-0,6884765625;-1,6494140625;0,6572265625;;;;
1,4;-2,0;-1,1533203125;1,02734375;;;;
1,405;-2,0;-0,5556640625;1,3115234375;;;;
1,41;-2,0;-0,1015625;1,1591796875;;;;
1,415;-2,0;0,3359375;0,6318359375;;;;
1,42;-2,0;0,36328125;0,091796875;;;;
1,425;-2,0;0,2255859375;-0,205078125;;;;
1,43;-2,0;0,2138671875;-0,4697265625;;;;
1,435;-2,0;0,3154296875;-0,6328125;;;;
1,44;-1,984375;0,3369140625;-0,4814453125;;;;
1,445;-2,0;0,177734375;-0,1865234375;;;;
1,45;-1,5595703125;-0,28515625;0,1435546875;;;;
1,455;-0,5556640625;-0,84765625;0,318359375;;;;
1,46;0,357421875;-1,3779296875;0,30859375;;;;
1,465;0,6279296875;-1,6953125;0,1591796875;;;;
1,47;-0,212890625;-2,0;-0,1162109375;;;;
1,475;0,515625;-2,0;-0,46484375;;;;
1,48;1,4921875;-2,0;-0,60546875;;;;
1,485;1,9990234375;-2,0;-0,4912109375;;;;
