(115, -79, 1182, 143)
(115, -79, 1182, 145)
(102, -77, 1191, 145)
(102, -77, 1191, 145)
(102, -77, 1191, 145)
(102, -77, 1191, 145)
(102, -77, 1191, 145)
(102, -77, 1191, 143)
(103, -77, 1187, 143)
(103, -77, 1187, 143)
(103, -77, 1187, 143)
(103, -77, 1187, 143)
(103, -77, 1187, 143)
(103, -77, 1177, 144)
(112, -79, 1177, 144)
(112, -79, 1177, 144)
(112, -79, 1177, 144)
(112, -79, 1177, 144)
(112, -79, 1177, 144)
(112, -79, 1179, 144)
(113, -77, 1179, 144)
(113, -77, 1179, 144)
(113, -77, 1179, 144)
(113, -77, 1179, 144)
(113, -77, 1179, 144)
(113, -77, 1187, 145)
(120, -74, 1187, 145)
(120, -74, 1187, 145)
(120, -74, 1187, 145)
(120, -74, 1187, 145)
(120, -74, 1187, 145)
(120, -74, 1187, 147)
(115, -77, 1203, 147)
(115, -77, 1203, 147)
(115, -77, 1203, 147)
(115, -77, 1203, 147)
(115, -77, 1203, 147)
(115, -77, 1182, 143)
(118, -80, 1182, 143)
(118, -80, 1182, 143)
(118, -80, 1182, 143)
(118, -80, 1182, 143)
(118, -80, 1182, 143)
(118, -80, 1182, 127)
(109, -77, 1182, 127)
(109, -77, 1182, 127)
(109, -77, 1182, 127)
(109, -77, 1182, 127)
(109, -77, 1182, 127)
(109, -74, 1185, 143)
(110, -74, 1185, 143)
(110, -74, 1185, 143)
(110, -74, 1185, 143)
(110, -74, 1185, 143)
(110, -74, 1185, 143)
(110, -74, 1191, 147)
(120, -82, 1191, 147)
(120, -82, 1191, 147)
(120, -82, 1191, 147)
(120, -82, 1191, 147)
(120, -82, 1191, 147)
(120, -82, 1184, 139)
(112, -79, 1184, 139)
(112, -79, 1184, 139)
(112, -79, 1184, 139)
(112, -79, 1184, 139)
(112, -79, 1184, 139)
(112, -77, 1191, 143)
(110, -77, 1191, 143)
(110, -77, 1191, 143)
(110, -77, 1191, 143)
(110, -77, 1191, 143)
(110, -77, 1191, 143)
(108, -80, 1191, 145)
(108, -80, 1191, 145)
(108, -80, 1191, 145)
(108, -80, 1191, 145)
(108, -80, 1191, 145)
(108, -80, 1191, 145)
(108, -77, 1185, 144)
(108, -77, 1185, 144)
(108, -77, 1185, 144)
(108, -77, 1185, 144)
(108, -77, 1185, 144)
(108, -77, 1185, 144)
(110, -80, 1171, 144)
(110, -80, 1171, 144)
(110, -80, 1171, 144)
(110, -80, 1171, 144)
(110, -80, 1171, 144)
(110, -80, 1171, 145)
(111, -79, 1191, 145)
(111, -79, 1191, 145)
(111, -79, 1191, 145)
(111, -79, 1191, 145)
(111, -79, 1191, 145)
(111, -79, 1183, 144)
(112, -79, 1183, 144)
(112, -79, 1183, 144)
(112, -79, 1183, 144)
(112, -79, 1183, 144)
(112, -79, 1183, 144)
(112, -79, 1188, 145)
(112, -84, 1188, 145)
(112, -84, 1188, 145)
(112, -84, 1188, 145)
(112, -84, 1188, 145)
(112, -84, 1188, 145)
(112, -84, 1180, 143)
(108, -76, 1180, 143)
(108, -76, 1180, 143)
(108, -76, 1180, 143)
(108, -76, 1180, 143)
(108, -76, 1180, 143)
(108, -66, 1176, 144)
(103, -66, 1176, 144)
(103, -66, 1176, 144)
(103, -66, 1176, 144)
(103, -66, 1176, 144)
(103, -66, 1176, 144)
(103, -80, 1183, 150)
(115, -80, 1183, 150)
(115, -80, 1183, 150)
(115, -80, 1183, 150)
(115, -80, 1183, 150)
(115, -80, 1183, 150)
(115, -80, 1183, 144)
