(113, -72, 1176, 143)
(113, -72, 1176, 143)
(112, -77, 1183, 143)
(112, -77, 1183, 143)
(112, -77, 1187, 143)
(112, -82, 1187, 143)
(112, -82, 1187, 143)
(110, -80, 1177, 143)
(110, -80, 1177, 145)
(107, -74, 1183, 141)
(108, -80, 1183, 141)
(108, -80, 1179, 143)
(115, -80, 1163, 143)
(114, -81, 1163, 143)
(114, -81, 1185, 143)
(112, -80, 1185, 143)
(112, -80, 1185, 143)
(127, -77, 1187, 144)
(105, -77, 1185, 144)
(105, -77, 1185, 144)
(105, -77, 1177, 144)
(108, -77, 1177, 144)
(108, -77, 1177, 144)
(108, -77, 1177, 144)
(108, -77, 1183, 143)
(113, -77, 1183, 143)
(113, -77, 1183, 143)
(113, -77, 1183, 143)
(113, -77, 1183, 143)
(113, -77, 1183, 143)
(113, -80, 1180, 143)
(108, -80, 1180, 143)
(108, -80, 1180, 143)
(108, -80, 1180, 143)
(108, -80, 1180, 143)
(108, -80, 1180, 143)
(108, -80, 1183, 139)
(110, -72, 1183, 139)
(110, -72, 1183, 139)
(110, -72, 1183, 139)
(110, -72, 1183, 139)
(110, -72, 1183, 139)
(110, -73, 1183, 144)
(112, -73, 1183, 144)
(112, -73, 1183, 144)
(112, -73, 1183, 144)
(112, -73, 1183, 144)
(112, -73, 1183, 144)
(115, -72, 1184, 144)
(115, -72, 1184, 144)
(115, -72, 1184, 144)
(115, -72, 1184, 144)
(115, -72, 1184, 144)
(115, -72, 1184, 144)
(112, -84, 1190, 140)
(112, -84, 1190, 140)
(112, -84, 1190, 140)
(112, -84, 1190, 140)
(112, -84, 1190, 140)
(112, -84, 1190, 140)
(111, -84, 1187, 144)
(111, -84, 1187, 144)
(111, -84, 1187, 144)
(111, -84, 1187, 144)
(111, -84, 1187, 144)
(111, -84, 1187, 144)
(104, -77, 1192, 145)
(104, -77, 1192, 145)
(104, -77, 1192, 145)
(104, -77, 1192, 145)
(104, -77, 1192, 145)
(104, -77, 1192, 145)
(111, -76, 1181, 160)
(111, -76, 1181, 160)
(111, -76, 1181, 160)
(111, -76, 1181, 160)
(111, -76, 1181, 160)
(111, -76, 1181, 160)
(112, -73, 1180, 143)
(112, -73, 1180, 143)
(112, -73, 1180, 143)
(112, -73, 1180, 143)
(112, -73, 1180, 143)
(112, -76, 1180, 145)
(105, -76, 1180, 145)
(105, -76, 1180, 145)
(105, -76, 1180, 145)
(105, -76, 1180, 145)
(105, -76, 1180, 145)
(105, -82, 1191, 144)
(112, -82, 1191, 144)
(112, -82, 1191, 144)
(112, -82, 1191, 144)
(112, -82, 1191, 144)
(112, -82, 1191, 144)
(108, -82, 1187, 145)
(108, -82, 1187, 145)
(108, -82, 1187, 145)
(108, -82, 1187, 145)
(108, -82, 1187, 145)
(108, -82, 1187, 145)
(111, -77, 1187, 143)
(111, -77, 1187, 143)
(111, -77, 1187, 143)
(111, -77, 1187, 143)
(111, -77, 1187, 143)
(111, -77, 1187, 143)
(119, -77, 1183, 143)
(119, -77, 1183, 143)
(119, -77, 1183, 143)
(119, -77, 1183, 143)
(119, -77, 1183, 143)
(119, -77, 1183, 143)
(118, -74, 1177, 144)
(118, -74, 1177, 144)
(118, -74, 1177, 144)
(118, -74, 1177, 144)
(118, -74, 1177, 144)
(118, -74, 1177, 144)
(118, -77, 1183, 144)
(118, -77, 1183, 144)
(118, -77, 1183, 144)
(118, -77, 1183, 144)
(118, -77, 1183, 144)
(118, -77, 1183, 143)
(115, -79, 1182, 143)
(115, -79, 1182, 143)
(115, -79, 1182, 143)
(115, -79, 1182, 143)
